Subject,Number,Course Title
ARTH,112,Renaissance to Modern Art
BADM,199,Bus as a Force in Am Society
BADM,590,Frontiers in Technology Smr
BADM,590,Social Media Strategy
BADM,590,Global Perspectives in Busines
BIOE,199,Undergraduate Open Seminar
CEE,467,Masonry Structures
CEE,498,Sustainable Infrastructure Sys
CEE,526,Construction Optimization
CEE,586,Rock Mechanics and Behavior
CEE,598,Post-tensioned Concrete Struct
CHBE,475,Tissue Engineering
CHBE,494,Polymer Sci & Engineering
CHBE,594,Statistical Thermodynamics
CHLH,110,Intro to the Health Sciences
CHLH,540,Health Behavior: Theory
CI,422,"Families, Communities, Schools"
CI,447,Iss Prac in Address Diversity
CLCV,220,History of Ancient Greece
CLCV,225,"Greco-Roman Demo, Econ, Cult"
CMN,113,Small Group Communication
CPSC,419,Midwest Agricultural Practices
CPSC,426,Weed Mgt in Agronomic Crops
CS,498,Social & Information Networks
CS,498,Intro to Data Science
CS,598,Advanced Information Retrieval
CS,598,Graphical Models
DANC,150,Orientation to Dance
DANC,166,Beginning Ballet Tech Core
DANC,360,Int/Adv Contemp Mod Tech Core
DANC,363,Advanced Improvisation
ECE,398,Innovation and Eng. Design
ECE,447,Active Microwave Ckt Design
ECE,456,Global Nav Satellite Systems
ECE,459,Communications Systems
ECE,498,Smartphone Computing & Appl.
ECE,498,Networking for Big Data
ECE,526,Distributed Algorithms
ECE,535,Theory of Semicond & Devices
ECON,490,Financial Econometrics
ECON,536,Applied Econometrics
ENG,198,IEFX Research
ENG,198,Renaissance Engineer
ENG,199,PURE Research Program
ENG,199,Undergraduate Open Seminar
ENG,450,"Startup:Inc,Fund,Contracts, IP"
ENGL,121,Comics and Graphic Narratives
ENGL,199,Career Plan. Humanities Majors
ENGL,253,How We Read: Digital Cult. Ed.
ENGL,300,Pulp Fictions of the 1890s
ENGL,300,The Haunted Story
ENGL,373,Sexuality & Cinema in the US
ENGL,416,"Sex, Vengeance & Tragedy"
ENGL,450,American Lit 1865-1914
FIN,566,"Market Microstructure, Trading"
FIN,575,Business Tax Policy
FR,101,Elementary French I
FSHN,345,Hospitality Purchasing
FSHN,398,Foundations in Beverage Mgmt
FSHN,514,Advanced Food Chemistry
GCL,129,Designing with Water
GCL,200,Frameworks for Inequality
GCL,210,Frameworks for Sustainability
GE,100,Introduction to ISE
GE,310,General Engineering Design
GE,320,Control Systems
GE,361,Emotional Intelligence Skills
GE,402,Comp-Aided Product Realization
GE,410,Component Design
GE,420,Digital Control Systems
GE,450,Decision Analysis I
GEOG,104,Social and Cultural Geography
GEOG,406,Fluvial Geomorphology
GEOG,438,Geography of Health Care
GEOG,480,Principles of GIS
GEOL,107,Physical Geology
GER,260,The Holocaust in Context - ACP
GLBL,225,Career Development:Internships
GLBL,296,Politics of Belonging
GLBL,296,"Water, Human Right&Development"
HIST,252,The Holocaust
HIST,422,Soc-Econ Hist Modern China
IB,471,General Mycology
IB,501,Programming for Genomics
IE,310,Operations Research
IE,598,Neural Ntwks and Deep Learning
KIN,451,Skeletal Muscle Physiology
KIN,494,Special Topics
LA,470,Social/Cultural Design Issues
LA,501,Landscape Arch Theory & Prac
LAW,607,Civil Procedure (Grad Only)
LAW,686,Remedies
LAW,792,Psychology & the Law
LAW,792,First Amendment
LAW,792,US Corporate Governance
LAW,794,Doing Business in Japan
LAW,796,Anti-Terrorism Law & Policy
LER,564,HR Training and Development
LER,590,Collect Bargain Sports & Enter
LER,590,Executive Compensation
LER,590,Labor & Emp Relations in China
LING,426,Child & Adult Lang Acquisition
IS,351,Design Info Interfaces
IS,446,Fantasy Lit/Media for Youth
IS,490,Intro to Data Science
IS,531,Foundations of Data Curation
IS,569,Financial Management
IS,582,Preserving Info Resources
IS,590,Network Analysis
LLS,385,Theory and Methods in LLS
MATH,471,Actuarial Theory I
MATH,476,Actuarial Risk Theory
MATH,489,Dynamics & Differential Eqns
MATH,567,Topics in Actuarial Theory I
MBA,501,DataAnalysis for Bus Decisions
MBA,502,Manufacturing&Service ProcMgmt
MBA,502,Organization Theory & Design
MCB,297,MCB Honors Discussion
MCB,471,Advanced Cell Biology
MDIA,199,James Bond & Soc. Change
MDIA,290,ESPN: This Is SportsCenter
MDIA,390,Digital Photo. for Everyone
MSE,404,Computational MSE- Macroscale
MUS,348,Choral Literature
MUS,408,18th Century
MUS,418,Music of Brazil
MUSE,200,Introduction to Museums
NS,101,Introduction to Naval Science
PHIL,105,Introduction to Ethics
PHIL,230,Philosophy of Religion Intro
PHIL,441,Existential Philosophy
PHYS,140,How Things Work
PHYS,199,Undergraduate Open Seminar
PS,199,Civic Leadership
PS,202,Religion & Politics in the US
PSYC,406,Statistical Methods I
RLST,101,Bible as Literature
RLST,104,Asian Mythology
RLST,108,Religion & Society in West I
RLST,236,"Religion, Violence & America"
RST,199,Communications in RST
SOCW,561,SBIRT/MI
SPED,440,Instructional Strategies I
STAT,430,Applied Bayesian Analysis
STAT,430,Survival Analysis
STAT,430,Intro to Data Science
STAT,578,Time Series Forecasting
TE,298,"Intro Innov, Ldrshp, Eng Entrp"
AAS,365,Asian American Media and Film
ACCY,512,Risk Measurement/Reporting II
ACE,398,Estate Plng for Finan Planners
ACE,398,Food Marketing and Behavior
ACE,592,Spatial Econometrics
ADV,283,"Content, Contact, Connections"
ADV,410,Advanced Public Relations
AE,498,Fundamentals of Systems Engr
AFRO,298,Exploring the Civil Rights Mov
AGED,360,Advanced Leadership Studies
AGED,499,Begin Agri Teacher Seminar II
ANTH,102,Human Origins and Culture
ARCH,595,Spec Prob Struct Theory & Des
ARTD,202,Industrial Design II
ARTD,228,Computer Applications
ARTD,299,Disability + Relevant Design
ARTH,446,Art Since 1940
ASTR,350,Introduction to Cosmology
ASTR,405,Solar System and IS Medium
BADM,583,Intl Mergers and Acquisitions
BADM,590,Technology Practicum
BADM,590,Managing Prof Service Firms
BUS,199,Career Exploration
CEE,438,Science & Environmental Policy
CEE,498,Special Topics
CEE,580,Excavation and Support Systems
CHBE,472,Techniques in Biomolecular Eng
CHEM,572,Enzyme Reaction Mechanisms
CHEM,590,Special Topics in Chemistry
CI,402,Tchg Diverse Middle Grade Stu
CI,473,Literacy in Content Areas
CI,476,Teach Elem Rdg & Lang Arts II
CLCV,220,The Animal Self
CMN,320,Comm Controversy Public Policy
CMN,375,American SciFi-Homeland Attack
CMN,396,War Rhetoric in Theatre & Film
CMN,396,Media and Youth Culture
CMN,396,Relationships & Tech
CPSC,565,Perl & UNIX for Bioinformatics
CS,428,Software Engineering II
CS,494,Senior Project II
CS,498,Mobile Interaction Design
CS,498,Algorithms and Models of Comp
CS,498,Probability in CS
CS,498,Software Testing
EALC,222,Chinese Thght Confucius to Mao
ECE,307,Techniques for Engrg Decisions
ECE,398,Probability in Engineering Lab
ECE,498,"Mobile Sensing, Comp, and Appl"
ECE,550,Advanced Robotic Planning
ECON,469,Economics of Risk
ECON,490,Economics of War & Terrorism
ECON,490,Auctions
EIL,422,Engl Grammar for ESL Teachers
ENGL,207,Romantic Lit and Culture
ENGL,253,"Video Games, Digital Texts...."
ENGL,428,British Drama 1660-1800
ENGL,455,William Faulkner
EPS,325,Social Media and Global Change
ESE,389,Environ &Sust Field Expedition
FAA,499,Foundations of Business
FIN,431,Property-Liability Insurance
FIN,490,Investment Management Academy
FIN,573,Competition Policy
FIN,580,Investment Banking
FIN,580,Risk Management
FSHN,332,Science of Food Systems
FSHN,442,HM Skills and Applications
GCL,145,IASJA:Black Music&Soc Justice
GCL,188,IAHSL: Global Epidemics
GEOG,110,Geography of Intl Conflicts
GEOL,208,History of the Earth System
GEOL,436,Petrology and Petrography
GLBL,100,Intro to Global Studies-Honors
GLBL,296,The Politics of Food
HIST,272,Twentieth Century America
HRD,402,Business Principles for HRD
HRD,540,Learning on the Job
IB,100,Biological Sciences
IB,439,Biogeography
IB,481,Biology of Disease Vectors
JOUR,425,Multimedia Editing and Design
LA,427,Amer Vernacular Cultural Land
LA,597,Research Design & Methods
LAT,102,Elementary Latin II
LAW,199,Intro Domestic Viol Legal Iss
LAW,201,Basic Const Law & Indv'l Rts
LAW,607,Civil Procedure (Graduate)
LAW,625,State and Local Government
LAW,648,Corporate Taxation
LAW,792,The Bill of Rights
IS,515,Media Literacy for Youth
IS,545,Social Just Info Professions
IS,590,Community Archives
LLS,382,Race and Migration in Chicago
MACS,295,Entertainment Industry Studies
MACS,395,Introduction to Digital Video
MACS,464,Film Festivals
MATH,249,Honors Supplement
MATH,432,Set Theory and Topology
MATH,478,Actuarial Modeling
MATH,487,Advanced Engineering Math
MATH,541,Functional Analysis
MBA,505,Genomics for Business
MBA,505,Creating the Global Economy
MBA,505,Operations Analysis
MBA,505,Strategic Thinking
MCB,312,Applied Microbiology Methods
MDIA,199,Security/Privacy Media Prof
MSE,442,Metals Laboratory
MSE,455,Macromolecular Solids
MSE,580,Diffraction Physics of Matls
MUS,102,Music Theory and Practice II
MUS,108,Aural Skills II
MUS,344,Tchng Secondary Inst Music
MUS,527,Classical Performance Practice
NPRE,498,Probabilistic Risk Assessment
NPRE,598,Fund Plasma Matls Interactions
NRES,502,Research Methods in NRES
NRES,511,Principles of Applied Ecology
NUTR,510,Intro to Nutr Sci for Ind Appl
PHYS,406,Acoustical Physics of Music
PHYS,496,Intro to Physics Research
PS,272,Women and Politics
PS,281,Intro to Intl Relations-ACP
PS,300,Judicial Politics
PS,300,World War I & IR Theory
PS,345,Gov & Pol of SE Asia
PS,376,American Political Theory
PS,391,Soviet & Post-Sov Foreign Pol
PS,392,Intl Organizations&Regionalism
PSYC,396,Psychology of Gender
PSYC,496,Behavior Genetics
RLST,121,Introduction to Christianity
RLST,214,Introduction to Islam
RLST,260,Mystics and Saints in Islam
RST,110,Service Delivery in RST
RST,230,Leisure Services and Diversity
RST,341,Community Recreation Planning
RST,516,Finance & Budgeting in RST
RST,594,Strategic Management
SHS,390,Current Issues in EBP
SHS,411,Normal and Disordered Voice
SHS,477,Beginning Practicum in SHS
SHS,512,Orofacial Anomalies
SOC,273,Social Persp on the Family
SOCW,472,BSW Special Field Project
SPED,441,Instructional Strategies II
TE,298,From Idea to Enterprise
UP,311,"Local Planning, Gov't and Law"
UP,347,Junior Planning Workshop
UP,480,Sustainable Design Principles
ANSC,542,Applied Bioinformatics
EPS,427,Philosophy of Middle School
ACCY,511,Risk Measurement/Reporting I
ACE,199,Dev of Food and Ag Policy
ACE,199,Multimedia Videography Project
ACE,341,Contemp Issues Financial Plng
ACE,447,Case Stud Agr Accy & Fin Plan
ACE,454,Econ Dev of Tropical Africa
ACE,471,Consumer Economic Policy
ADV,478,Psychology of Advertising
AE,199,Space System Seminar
AE,199,Student Aircraft Builders
AE,483,Aerospace Decision Algorithms
AFRO,226,Black Women Contemp US Society
AHS,125,James Scholars Seminar
ANSC,201,Principles of Dairy Production
ANSC,322,Livestock Feeds and Feeding
ANSC,398,Undergraduate Research
ANSC,499,Tropical Epidemiology
ANTH,262,Women's Lives
ARAB,403,Intermediate Stand Arabic I
ARCH,407,Rome: The Eternal City
ART,202,Art in the Elementary Grades
ART,299,Thinking with Type
ARTD,215,Introduction to Typography
ARTH,127,Sustainable Design
ARTH,235,Baroque Art
ARTH,241,20thCen European Art 1880-1940
ARTS,250,Life Drawing
ATMS,391,Geophysical Data Analysis
ATMS,401,Applied Meteorology
BADM,395,Negotiations
BADM,395,Entrep. and Enterprise Dev.
BADM,590,Digital Marketing Channels
BADM,590,Digital Analytics
BADM,590,Bus.Ethics&Corp.Responsibility
BIOE,498,Introduction to Synthetic Bio
CEE,401,Concrete Materials
CEE,446,Air Quality Engineering
CEE,498,Energy Water Sustainability
CEE,498,High Speed Rail Planning
CEE,498,Water Technology & Policy
CEE,560,Steel Structures III
CEE,575,Fracture and Fatigue
CEE,598,Integrated Urban Water Infrast
CEE,598,Reliability Analysis
CEE,598,Seismic Steel Design
CI,335,Content Area App of Educ Tech
CMN,396,VIsual Media Effects
CPSC,452,Evol Genetics and Genomics
CPSC,466,Genomics for Plant Improvement
CS,598,Advanced Data Structures
CS,598,Data-Driven Design
CWL,151,From Hollywood to Bollywood
CWL,241,Lit Europe & the Americas I
ECE,598,Statistical Learning Theory
ECON,490,Economics of Organizations
ECON,490,Economics of Information
ECON,490,Migration and Econ Development
ENG,198,Decoding Dr. Dre
ENG,198,Essentials in MATLAB & Excel
ENG,198,Introduction to Sustainability
ENG,198,IEFX Projects 3
ENG,200,Introduction to Innovation
ENG,360,Entrepreneurship for Engineers
ENG,461,Technology Entrepreneurship
ENG,560,Managing Advanced Technol I
ENGL,300,Writing About Lit Text&Culture
ENGL,325,Lesbian/Queer Media Cultures
EOL,440,Prof Issues for Teachers
EOL,570,Organization of Higher Ed
EOL,572,The College Student
EPSY,556,Analysis of Educational Tech
FIN,541,Real Estate Economics
FIN,572,Health Care Policy
FIN,580,Behavioral Finance
FIN,580,"Market Microstructure, Trading"
FIN,580,Foundations in Risk Management
GCL,199,Interdisc Approaches Life Sci
GEOG,384,Population Geography
GEOL,401,Geomorphology
GLBL,296,Transitional Justice/Post-Conf
GLBL,296,NGO's and Development
GLBL,296,Peace Operations
HIST,255,British Isles to 1688
HIST,278,Native American History
HIST,476,History of the American West
HORT,106,Home Horticulture
HORT,301,Woody Landscape Plants I
IB,106,Extinction: Dinosaurs to Dodos
IB,368,Vertebrate Natural History
IB,468,Insect Classification and Evol
IB,482,Insect Pest Management
IB,546,Analysis of Biological Data: A
KIN,100,Outdoor Adventure
KOR,203,Intermediate Korean I
LAS,199,Transfer Advantage
LAW,501,Professional Responsibility
LAW,673,Workers Compensation
LAW,683,Complex Litigation
LAW,792,Laws of War
LAW,792,Oil & Gas Law I
LAW,793,IL Civil Procedure & Evidence
LAW,797,Intro to Intellectual Property
LER,590,Strat HRM and Entrep Organiza
LER,590,"Health, Sav, Fam Issues Wkpl"
LING,225,Elements of Psycholinguistics
MACS,199,Intro to Film&Media Production
MBA,502,Accountancy II
MCB,299,MCB Merit Program Discussion
MCB,428,Bacterial Pathogens Laboratory
MCB,493,Advanced Cell Biology
MDIA,199,Media and Society
ME,402,Design of Thermal Systems
ME,404,Intermediate Thermodynamics
ME,498,Fund of Modern Photovoltaics
MSE,452,Polymer Laboratory
MSE,462,Electronic Materials Lab
MSE,565,Thin Film Materials
MUS,107,Aural Skills I
MUS,241,Music for Elementary Teachers
MUS,320,Pre-Student Tchng Experience
MUS,339,Princpls and Technqs in Mus Ed
MUS,346,Teaching of Choral Music
MUS,418,Palestine&Israel Through Arts
MUS,528,Res & Bibliography in Music
MUS,558,Vocal Literature
NRES,426,Renewable Energy Policy
NUTR,510,Esst Fatty Acids & Cholesterol
PHIL,424,Philosophy of Religion
PHIL,439,Philosophy of Mathematics
PHYS,499,Senior Thesis
PS,199,"Ethnicity, Relgion & Nat State"
PS,225,Environmental Politics &Policy
PS,300,Political Organizations
PS,300,Human Rights
PS,316,Latina/Latino Politics
PS,330,Intro to Political Behavior
PS,340,Politics in Intl Development
PS,347,Gov & Pol of Middle East
PS,353,Gov & Pol of Latin America
PS,380,International Cooperation
PS,397,Authoritarian Regimes
PSM,503,PSM Industry Seminar III
PSYC,373,Culture & Psychology
PSYC,525,Psycholinguistics
RST,199,Outdoor Rec. & Environ. Phil.
SAME,152,The New Middle East
SCAN,101,Beginning Scandinavian I
SHS,390,Neurodev Disorders in Context
SHS,511,Head/Neck Ca & Neuro Voice Dis
SOC,196,The HIV/AIDS Pandemic
SOC,447,Environmental Sociology
SOC,583,Qualitative Research Methods
SOCW,199,Social Work Freshman Seminar
SOCW,415,Social Services for the Aged
SOCW,503,Trauma Informed SW Practice
SPAN,204,Practical Review of Spanish
SPED,205,Introduction to Special Needs
STAT,430,Applied Bayesian Methods
STAT,430,Applied Multivariate Analysis
TAM,531,Inviscid Flow
TE,498,Silicon Valley Workshop
UP,405,Watershed Ecology and Planning
UP,456,Sustainable Planning Workshop
UP,494,Active Transp. Workshop
ACE,199,Farm Food & Env Policy
ACE,563,Math Program App Econ I
ADV,350,Writing for Public Relations
ADV,490,Digital Media and Society
AFRO,410,Hate Crimes
AGCM,330,Environmental Communications
AGED,430,Youth Development Programs
ANSC,403,Pork Production
ANTH,288,American Indians of Illinois
ANTH,343,Behavior and Biology of Women
ANTH,376,Aztec Civilization
ARCH,403,Islamic Architecture
ARTD,302,Industrial Design IV
ARTD,499,Sustainable Life Cycle Design
ARTH,240,Art of the Nineteenth Century
ARTH,299,Greening Art History
ARTH,351,Early American Modernism
BADM,590,Frontiers in Technology
BADM,590,Mobile Business Applications
BADM,590,IT Consulting Project Mgmt
BADM,590,Intnatl Consulting Proj: China
BIOE,498,Imaging & Therapeutic Agents
CEE,506,Pavement Design II
CEE,517,Traffic Signal Systems
CEE,598,Highway Bridge Design
CI,477,Biling ESL Methods & Material
CLCV,443,The Archaeology of Greece
CMN,362,Folklore as Communication
CMN,375,American Gangster Films
CMN,396,Communicating for Innovation
CMN,396,Social Movement Comm
CMN,432,Gender and Language
CMN,496,Argumentation Theory & Evaluat
CS,473,Fundamental Algorithms
CS,598,Topic in Algorithms
CS,598,Improving Your Research Skills
ECE,554,Dynamic System Reliability
ECON,490,Israeli Economy
ENG,566,Finance for Engineering Mgmt
ENGL,199,Publishing and Editing
ENGL,241,Beginnings of Modern Poetry
ENGL,281,British Feminist Novel
ENGL,300,Contemporary Fantasy Novels
ENGL,300,Romantic Narrative
ENGL,300,Contemporary British Fiction
ENGL,380,Hip Hop Rhetorics
ENGL,426,Early 18th Century Literature
ENGL,455,"Fincher, Nolan & Age of Crisis"
EPS,410,Philosophy of Education
ESE,497,Environmental Consulting
FIN,418,Financial Modeling
FIN,580,Advanced Futures
FIN,580,Topics in M&A
FSHN,443,Management of Fine Dining
FSHN,595,Nutrition for Food Scientists
FSHN,595,Water Relation in Foods
GEOG,479,Web & Mobile GIS Development
GEOL,415,Field Geology
GER,465,Ling Structures of German
GLBL,296,Causes of Civil Conflict
GLBL,296,Culture and Economics...
GWS,363,"Gender, Health & Pop Culture"
GWS,478,"Sex, Power and Politics"
HIST,211,History of Southern Africa
HIST,315,"Discovery, Tourism and Travel"
HIST,345,Medieval Civilization
HIST,349,"Age of Revolution, 1775-1815"
HIST,368,The Darwinian Revolution
HIST,462,Soviet Union Since 1917
HORT,205,Local Food Networks
HRD,532,Strategic HRD
IE,511,Integer Programming
INFO,490,Introduction to Data Science
ITAL,470,Topics in Italian Cinema
JOUR,460,Crisis Communications
KIN,107,Canoeing
LAS,199,Rethinking Ed: UGrad Research
LAT,101,Elementary Latin I
LAW,634,Securities Regulation
LAW,654,International Trade Policy
LAW,660,Individual Employee Rights
LAW,675,Products Liability
LAW,792,Intro to Gov't Contracts
LAW,792,Ent-Represent the Tech Startup
LAW,792,Scholarship of Sustainability
LER,199,Work and Labor in Sports Indus
LER,590,Foundations of Business & Mgmt
LING,357,Intro to Conversation Analysis
IS,525,Government Information
MACS,199,Watching the Environment
MACS,264,Economics of the Media
MACS,410,Media Ethics
MATH,405,Teacher's Course
MATH,561,Theory of Probability I
MBA,504,Strategy
MBA,505,Quantitative Methods in Fin
MCB,408,Immunology
MCB,435,Microbial Ecology & Evolution
MCB,493,Special Topics Mol Cell Biol
ME,350,Design for Manufacturability
MSE,455,Polymer Physics
MSE,458,Polymer Physical Chemistry
MUS,199,Undergraduate Open Seminar
MUS,450,Wind Symphony
PHIL,429,Value Theory
PS,317,Asian American Politics
PS,339,Political Violence
PS,341,Gov & Pol in Africa
PS,396,International Conflict
PSYC,331,Cognitive Psych Lab
PSYC,396,"Stress, trauma and resilience"
PSYC,396,Human Emotion
PSYC,462,How Children Think
RLST,270,"Religion, Ethics, Environment"
RST,120,Foundations of Community Rec
RST,255,Ethical Issues in Sport Mgmt.
RUSS,202,Second-Year Russian II
SHS,411,Intro to Voice Disorders
SHS,513,Normal & Disordered Swallowing
SOC,396,Special Topics in Sociology
SOC,488,Demographic Methods
SOCW,471,Prof Practice Seminar II
SPAN,318,Spanish Cultural Studies I
SPED,424,Formal Assessment in SPED
STAT,430,Big Data Analysis Foundations
TSM,465,Chemical Applications Systems
TSM,486,Grain Bioprocessing Coproducts
UP,136,Fndtns Urban Sustainability
UP,205,Ecology and its Applications
UP,316,Planning Analysis
UP,508,Survey Design and Analysis
ACCY,557,Accounting Periods & Methods
ACCY,559,IRS Procedures
ACCY,560,Information in Value Creation
ANSC,331,Biology of Reproduction
BADM,590,Global Business Simulation
BADM,590,Negotiations
CEE,469,Wood Structures
CI,410,Middle School Instruction
CMN,506,Health Informatics
CMN,529,Concepts in Comm Study
CPSC,454,Plant Breeding Methods
CPSC,563,Chromosomes
CS,528,Obj-Oriented Progrmg & Design
ECON,590,Corporate Law and Economics
EIL,486,Ling for Language Teachers
ENG,198,IEFX Projects
ENGL,261,Irish Myth/Legend Middle Ages
EPS,420,Sociology of Education
EPSY,490,Developments in Educ Psyc
FIN,502,Quantitative Finance
FIN,580,Corp Finance and Valuation
GEOG,210,Contemp Social & Env Problems
GEOL,417,"Geol Field Methods, Western US"
GWS,337,Interrogating Masculinities
IB,364,Bioinformatics & Human Genome
ITAL,101,Elementary Italian I
ITAL,102,Elementary Italian II
IS,590,Project Management for LIS
IS,590,Youth Reference Services
MCB,215,Foundation in Mol & Cell Bio
MUS,132,Popular Music Studies
MUS,433,Music Interdisciplinary Curric
MUS,437,Popular Music Pedagogy
MUS,519,Analytical Methods: Musicology
MUS,533,Research in Music Education
PS,394,Crisis Diplomacy
RST,512,Managing RST Organizations
RST,593,Special Problems
SHS,579,Prof/Eth/Legal Issues AuD/SLP
SPAN,103,Intermediate Spanish
SPAN,122,Intensive Elementary Spanish
SPAN,200,Readings in Hispanic Texts
SPED,526,Collaborative Leaders in SPED
ACE,341,Contemp Issues in AgAccy&Fin
ACE,398,Issues in Agribus Mkts & Mgmt
ACE,398,App Tools/Concepts Bus Plng
ACE,398,Contemporary Issues in Policy
ADV,199,Creativity Conquers the World
ADV,490,Media Entrepreneurship
AE,199,Aerospace Computations
AGED,421,Teaching Strategies in AGED
ANSC,400,Dairy Herd Management
ANTH,185,The Global Pacific
ANTH,266,African Film and Society
ARCH,403,Modernity's Memory: Rev Arch
ARCH,413,Renaissance Architecture
ARCH,414,Baroque & Rococo Arch
ARTD,211,Design History Survey
ARTD,401,Industrial Design V
ARTH,299,Spec Topics in Art History
ATMS,315,Meteorological Instrumentation
ATMS,492,Capstone Undergrad Research
BADM,556,Electronic Commerce
BADM,590,Team Projects
BADM,590,US Corporate Governance
BADM,590,Entrepreneurship&Corp.Renewal
BIOE,301,Introductory Biomechanics
BUS,199,Business Prof Responsibility
CEE,398,Engr in Global Environment
CEE,498,High Speed Rail Constr Mgnt
CEE,598,Const Optim and Decn Making
CEE,598,Railway Terminal Design & Oper
CEE,598,Structural Design Optimization
CHLH,474,Principles of Epidemiology
CLCV,220,Ancient Sports
CMN,375,Movies That Started Genres
CMN,396,Photography & Public Life
CMN,423,Rhetorical Criticism
CPSC,564,Molecular Marker Data Analyses
CS,498,Probability in Computer Sci
CS,498,Computational Photography
CS,556,Iterative & Multigrid Methods
CS,598,Parallel Programming
DANC,105,Hip Hop
DANC,240,Dance History
EALC,285,Intro to Korea Through Film
ECE,198,Introduction to Computer Eng
ECE,198,Intro to Computer Eng II
ECE,452,Electromagnetic Fields
ECE,569,Inverse Problems in Optics
ECON,490,History of Economic Thought
ECON,490,The Econ of Organizations
ECON,490,Topics in Economic Growth
ECON,500,General Microeconomic Theory
ECON,503,Macroeconomic Theory I
ECON,506,Economic Statistics
ECON,508,Applied Econometrics
ECON,509,General Macroeconomic Theory
ECON,512,Economics of Taxation
ECON,520,International Trade Theory
ECON,564,The Theory of Monetary Policy
ECON,565,Math Econ I
ENG,191,International Dimens of Engrg
ENG,198,Engr for Global Development
ENGL,199,Writing To Get That Job
ENGL,280,Woman as Artist
ENGL,373,Sexuality & Cinema in the U.S.
ENGL,451,American Lit 1914-1945
FIN,580,Real Estate Development
FSHN,595,Graduate Food Chemistry
FSHN,595,Current Issues in Food Safety
GE,101,Engineering Graphics & Design
GE,530,Multiattribute Decision Making
GEOG,465,Transp and Sustainability
GEOL,110,Exploring Geology in the Field
GER,201,German Popular Culture
GLBL,296,People in Motion
GLBL,296,Children's Rights
GWS,345,Digital & Gender Cultures
HDFS,261,Self-Help Group Dev & Process
HORT,240,Plant Propagation
HORT,447,Horticultural Plant Breeding
IB,473,Plant Genomics
JOUR,452,Great Books of Journalism
JOUR,460,The Media and You
KIN,447,Psych of Sport Performance
LAW,612,Constitutional Law III
LAW,618,Natural Resources
LAW,633,Business Associations I - Grad
LAW,679,Criminal Procedure: Adjudicati
LAW,792,Intro to US Law:The Legal Prof
LAW,792,Children and the Law
LAW,793,CFI(Intrv'g Couns & Fact Invt)
LAW,793,Negotiation Skills & Strat
LAW,798,Perspectives on Debt
LER,597,Employee Motivation & Perfmnce
LER,598,Impl High Perf Work Systems
IS,490,Intro to Technology in LIS
LLS,296,Bilingual US Latina/o Culture
MACS,317,History of Communication
MACS,321,"Banned! Cine., Censor. & Cult."
MATH,12,Algebra
MATH,348,Fundamental Mathematics-ACP
MATH,479,Casualty Actuarial Mathematics
MATH,568,Topics in Actuarial Theory II
MATH,595,Top Ten Algorithms
MDIA,199,College of Media Orientation
ME,450,Modeling Materials Processing
ME,498,Intro to Nanosci & Nanotech
MSE,461,Electronic Materials II
MSE,498,Computational Mat'ls Sci & Eng
MUS,201,Music Theory and Practice III
NRES,340,Environ Social Sci Res Meth
NUTR,510,Physiology of Immunology
PHYS,570,Subatomic Physics
PS,199,Civic Careers
PS,199,Amer Political Institutions
PS,300,Civic Leadership
PS,300,World War I and IR Theory
PS,352,Gov & Pol of East Europe
PSYC,265,"Power, Status, and Influence"
PSYC,320,The Teenage Years
RLST,223,The Qur'an (Koran)
RLST,408,Islam & Politics in Mid. East
SCAN,240,Arctic Narratives
SOC,481,Survey Research
SOCW,340,Death & Dying
SOCW,541,Research Seminar Program Eval
SPAN,305,The Structure of Spanish
SPAN,309,Varieties of Spoken Spanish
SPAN,318,Iberian culture & history
SPED,444,Career Dev & Indiv with Disab
STAT,430,Professional Statistics Skills
TE,298,Foundations/Entrepreneurship
THEA,399,Undergraduate Group Seminar
TSM,199,Soil Construction
UP,509,Economics for Planners
ADV,491,Advertising Management Plan
ADV,494,Persuasion Consumer Response
ANTH,271,Language in Culture-ACP
ANTH,275,The World of Jewish Sepharad
ARCH,199,Undergraduate Open Seminar
ARCH,374,Arch Design and the City
ARCH,563,Soc/Beh Research Designed Env
ARTD,260,Basic Photography
ARTD,261,Photography II
ARTD,330,Design Drawing II
ARTD,445,Professional Practice
ARTH,310,African Art and Society I
ASTR,507,Physical Cosmology
ATMS,323,Air Pollution to Global Change
ATMS,410,Radar Remote Sensing
BADM,461,Integrated Project
BADM,590,Power & Leadership in Orgs.
BADM,590,Strategic Innovation Managemen
BIOE,502,Bioengineering Professionalism
CEE,407,Airport Design
CEE,410,Railway Signaling & Control
CEE,515,Traffic Flow Theory
CEE,598,Generalized Finite Element Mth
CEE,598,Special Topics
CHBE,101,Hidden World of Engineering
CHLH,125,Intro Kines & Community Health
CHLH,314,Introduction to Aging
CHLH,494,Special Topics
CLCV,232,Ancient Greek Sanctuaries
CMN,396,Personal Relationships & Tech
CMN,396,Personal Relationships & Techn
CMN,396,eHealth Communication
CMN,411,Organizational Comm Assessment
CMN,496,Language & Cognition
CS,373,Theory of Computation
CS,398,Computer Architecture
CS,414,Multimedia Systems
CS,498,Cloud Computing
CS,498,Using Tech to Solve Adv Probs
CS,544,Optimiz in Computer Vision
CS,574,Randomized Algorithms
CS,598,Special Topics
DANC,106,Hip Hop II
DANC,131,Production Practicum I
DANC,310,Ballroom
DANC,410,Advanced Jazz Technique
